qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,circuitId
5578,886,17,9,2,5,00:01:23.247000,00:01:26.208000,00:01:26.208000,7
5579,886,4,6,3,6,00:01:23.224000,00:01:26.504000,00:01:26.504000,7
5580,886,818,5,18,7,00:01:24.159000,00:01:26.543000,00:01:26.543000,7
5581,886,16,10,15,8,00:01:24.551000,00:01:27.348000,00:01:27.348000,7
5582,886,8,208,7,9,00:01:24.451000,00:01:27.432000,00:01:27.432000,7
5583,886,817,5,19,10,00:01:24.770000,00:01:27.946000,00:01:27.946000,7
5584,886,807,15,11,11,00:01:23.899000,,,7
5585,886,815,1,6,12,00:01:24.176000,,,7
5586,886,813,3,16,13,00:01:24.776000,,,7
5587,886,18,1,5,14,00:01:24.021000,,,7
5588,886,821,15,12,15,00:01:24.408000,,,7
5589,886,13,6,4,16,00:01:23.735000,,,7
5590,886,814,10,14,17,00:01:24.908000,,,7
5591,886,819,207,20,18,00:01:25.626000,,,7
5592,886,154,208,8,19,00:01:25.716000,,,7
5593,886,824,206,22,20,00:01:26.508000,,,7
5594,886,820,206,23,21,00:01:27.062000,,,7
5595,886,823,207,21,22,00:01:27.110000,,,7
5596,887,1,131,10,1,00:01:30.995000,00:01:29.607000,00:01:29.607000,9
5597,887,3,131,9,2,00:01:31.355000,00:01:30.059000,00:01:30.059000,9
5598,887,20,9,1,3,00:01:31.559000,00:01:30.211000,00:01:30.211000,9
5599,887,17,9,2,4,00:01:31.605000,00:01:30.220000,00:01:30.220000,9
5600,887,814,10,14,5,00:01:32.062000,00:01:30.736000,00:01:30.736000,9
5601,887,817,5,19,6,00:01:32.097000,00:01:30.757000,00:01:30.757000,9
5602,887,16,10,15,7,00:01:32.002000,00:01:30.908000,00:01:30.908000,9
5603,887,154,208,8,8,00:01:31.466000,00:01:30.955000,00:01:30.955000,9
5604,887,8,208,7,9,00:01:31.400000,00:01:30.962000,00:01:30.962000,9
5605,887,4,6,3,10,00:01:32.266000,00:01:30.979000,00:01:30.979000,9
5606,887,18,1,5,11,00:01:31.979000,,,9
5607,887,13,6,4,12,00:01:32.241000,,,9
5608,887,818,5,18,13,00:01:32.105000,,,9
5609,887,815,1,6,14,00:01:31.953000,,,9
5610,887,807,15,11,15,00:01:32.168000,,,9
5611,887,813,3,16,16,00:01:32.512000,,,9
5612,887,822,3,17,17,00:01:32.664000,,,9
5613,887,821,15,12,18,00:01:32.666000,,,9
5614,887,819,207,20,19,00:01:33.866000,,,9
5615,887,824,206,22,20,00:01:34.108000,,,9
5616,887,823,207,21,21,00:01:35.481000,,,9
5617,887,820,206,23,22,00:01:35.858000,,,9
5618,888,1,131,10,1,00:01:31.131000,00:01:29.398000,00:01:29.398000,20
5619,888,20,9,1,2,00:01:31.269000,00:01:29.501000,00:01:29.501000,20
5620,888,17,9,2,3,00:01:31.428000,00:01:29.608000,00:01:29.608000,20
5621,888,8,208,7,4,00:01:30.676000,00:01:29.892000,00:01:29.892000,20
5622,888,154,208,8,5,00:01:31.242000,00:01:29.959000,00:01:29.959000,20
5623,888,817,5,19,6,00:01:31.081000,00:01:30.528000,00:01:30.528000,20
5624,888,13,6,4,7,00:01:30.547000,00:01:31.126000,00:01:31.126000,20
5625,888,4,6,3,8,00:01:30.709000,00:01:31.209000,00:01:31.209000,20
5626,888,18,1,5,9,00:01:31.181000,,,20
5627,888,807,15,11,10,00:01:31.132000,,,20
5628,888,3,131,9,11,00:01:31.322000,,,20
5629,888,814,10,14,12,00:01:31.322000,,,20
5630,888,815,1,6,13,00:01:31.498000,,,20
5631,888,821,15,12,14,00:01:31.681000,,,20
5632,888,16,10,15,15,00:01:31.320000,,,20
5633,888,818,5,18,16,00:01:31.629000,,,20
5634,888,822,3,17,17,00:01:31.693000,,,20
5635,888,813,3,16,18,00:01:31.707000,,,20
5636,888,819,207,20,19,00:01:32.937000,,,20
5637,888,824,206,22,20,00:01:33.063000,,,20
5638,888,823,207,21,21,00:01:33.734000,,,20
5639,888,820,206,23,22,00:01:34.098000,,,20
5640,890,1,131,10,1,00:01:20.363000,00:01:19.388000,00:01:19.388000,11
5641,890,20,9,1,2,00:01:20.646000,00:01:19.426000,00:01:19.426000,11
5642,890,154,208,8,3,00:01:20.447000,00:01:19.595000,00:01:19.595000,11
5643,890,3,131,9,4,00:01:20.350000,00:01:19.720000,00:01:19.720000,11
5644,890,4,6,3,5,00:01:20.652000,00:01:19.791000,00:01:19.791000,11
5645,890,8,208,7,6,00:01:20.867000,00:01:19.851000,00:01:19.851000,11
5646,890,13,6,4,7,00:01:21.004000,00:01:19.929000,00:01:19.929000,11
5647,890,817,5,19,8,00:01:21.181000,00:01:20.641000,00:01:20.641000,11
5648,890,815,1,6,9,00:01:21.612000,00:01:22.398000,00:01:22.398000,11
5649,890,17,9,2,10,00:01:21.264000,,,11
5650,890,16,10,15,11,00:01:21.471000,,,11
5651,890,807,15,11,12,00:01:21.028000,,,11
5652,890,18,1,5,13,00:01:21.131000,,,11
5653,890,818,5,18,14,00:01:21.345000,,,11
5654,890,813,3,16,15,00:01:20.816000,,,11
5655,890,822,3,17,16,00:01:21.135000,,,11
5656,890,821,15,12,17,00:01:21.724000,,,11
5657,890,814,10,14,18,00:01:22.043000,,,11
5658,890,819,207,20,19,00:01:23.007000,,,11
5659,890,823,207,21,20,00:01:23.333000,,,11
5660,890,824,206,22,21,00:01:23.787000,,,11
5661,890,820,206,23,22,00:01:23.997000,,,11
5662,891,1,131,10,1,00:02:00.368000,00:02:01.012000,00:02:01.012000,13
5663,891,20,9,1,2,00:02:01.863000,00:02:01.200000,00:02:01.200000,13
5664,891,17,9,2,3,00:02:01.597000,00:02:01.325000,00:02:01.325000,13
5665,891,3,131,9,4,00:02:01.099000,00:02:02.251000,00:02:02.251000,13
5666,891,814,10,14,5,00:02:02.338000,00:02:02.332000,00:02:02.332000,13
5667,891,18,1,5,6,00:02:01.301000,00:02:03.075000,00:02:03.075000,13
5668,891,154,208,8,7,00:02:02.476000,00:02:03.081000,00:02:03.081000,13
5669,891,8,208,7,8,00:02:01.151000,00:02:03.390000,00:02:03.390000,13
5670,891,4,6,3,9,00:02:00.190000,00:02:03.482000,00:02:03.482000,13
5671,891,13,6,4,10,00:02:01.462000,00:02:04.059000,00:02:04.059000,13
5672,891,807,15,11,11,00:02:01.712000,,,13
5673,891,16,10,15,12,00:02:02.749000,,,13
5674,891,815,1,6,13,00:02:02.425000,,,13
5675,891,823,207,21,14,00:02:00.564000,,,13
5676,891,824,206,22,15,00:02:02.110000,,,13
5677,891,820,206,23,16,00:02:02.948000,,,13
5678,891,813,3,16,17,00:02:03.072000,,,13
5679,891,818,5,18,18,00:02:03.300000,,,13
5680,891,817,5,19,19,00:02:03.317000,,,13
5681,891,822,3,17,20,00:02:03.432000,,,13
5682,891,821,15,12,21,00:02:04.324000,,,13
5683,891,819,207,20,22,00:02:07.384000,,,13
5684,892,20,9,1,1,00:01:24.319000,00:01:23.755000,00:01:23.755000,14
5685,892,17,9,2,2,00:01:24.923000,00:01:23.968000,00:01:23.968000,14
5686,892,807,15,11,3,00:01:24.776000,00:01:24.065000,00:01:24.065000,14
5687,892,13,6,4,4,00:01:24.950000,00:01:24.132000,00:01:24.132000,14
5688,892,4,6,3,5,00:01:24.661000,00:01:24.142000,00:01:24.142000,14
5689,892,3,131,9,6,00:01:24.527000,00:01:24.192000,00:01:24.192000,14
5690,892,817,5,19,7,00:01:24.655000,00:01:24.209000,00:01:24.209000,14
5691,892,815,1,6,8,00:01:24.635000,00:01:24.502000,00:01:24.502000,14
5692,892,18,1,5,9,00:01:24.739000,00:01:24.515000,00:01:24.515000,14
5693,892,818,5,18,10,00:01:24.630000,00:01:28.050000,00:01:28.050000,14
5694,892,8,208,7,11,00:01:24.819000,,,14
5695,892,1,131,10,12,00:01:24.589000,,,14
5696,892,154,208,8,13,00:01:24.737000,,,14
5697,892,16,10,15,14,00:01:25.030000,,,14
5698,892,813,3,16,15,00:01:24.905000,,,14
5699,892,814,10,14,16,00:01:25.009000,,,14
5700,892,821,15,12,17,00:01:25.226000,,,14
5701,892,822,3,17,18,00:01:25.291000,,,14
5702,892,823,207,21,19,00:01:26.406000,,,14
5703,892,819,207,20,20,00:01:26.563000,,,14
5704,892,824,206,22,21,00:01:27.085000,,,14
5705,892,820,206,23,22,00:01:27.480000,,,14
5706,893,20,9,1,1,00:01:45.376000,00:01:42.841000,00:01:42.841000,15
5707,893,3,131,9,2,00:01:45.208000,00:01:42.932000,00:01:42.932000,15
5708,893,154,208,8,3,00:01:45.851000,00:01:43.058000,00:01:43.058000,15
5709,893,17,9,2,4,00:01:45.271000,00:01:43.152000,00:01:43.152000,15
5710,893,1,131,10,5,00:01:44.196000,00:01:43.254000,00:01:43.254000,15
5711,893,13,6,4,6,00:01:45.658000,00:01:43.890000,00:01:43.890000,15
5712,893,4,6,3,7,00:01:45.115000,00:01:43.938000,00:01:43.938000,15
5713,893,18,1,5,8,00:01:45.009000,00:01:44.282000,00:01:44.282000,15
5714,893,817,5,19,9,00:01:45.379000,00:01:44.439000,00:01:44.439000,15
5715,893,821,15,12,10,00:01:45.483000,,,15
5716,893,807,15,11,11,00:01:45.381000,,,15
5717,893,818,5,18,12,00:01:45.657000,,,15
5718,893,8,208,7,13,00:01:45.522000,,,15
5719,893,815,1,6,14,00:01:45.164000,,,15
5720,893,16,10,15,15,00:01:45.960000,,,15
5721,893,822,3,17,16,00:01:45.982000,,,15
5722,893,814,10,14,17,00:01:46.121000,,,15
5723,893,813,3,16,18,00:01:46.619000,,,15
5724,893,819,207,20,19,00:01:48.111000,,,15
5725,893,823,207,21,20,00:01:48.320000,,,15
5726,893,824,206,22,21,00:01:48.830000,,,15
5727,893,820,206,23,22,00:01:48.930000,,,15
5728,894,20,9,1,1,00:01:38.683000,00:01:37.202000,00:01:37.202000,35
5729,894,1,131,10,2,00:01:38.574000,00:01:37.420000,00:01:37.420000,35
5730,894,17,9,2,3,00:01:39.138000,00:01:37.464000,00:01:37.464000,35
5731,894,154,208,8,4,00:01:39.065000,00:01:37.531000,00:01:37.531000,35
5732,894,3,131,9,5,00:01:38.418000,00:01:37.679000,00:01:37.679000,35
5733,894,4,6,3,6,00:01:38.520000,00:01:38.038000,00:01:38.038000,35
5734,894,13,6,4,7,00:01:38.884000,00:01:38.223000,00:01:38.223000,35
5735,894,807,15,11,8,00:01:38.427000,00:01:38.237000,00:01:38.237000,35
5736,894,821,15,12,9,00:01:38.725000,00:01:38.405000,00:01:38.405000,35
5737,894,8,208,7,10,00:01:38.341000,00:01:38.822000,00:01:38.822000,35
5738,894,815,1,6,11,00:01:39.049000,,,35
5739,894,18,1,5,12,00:01:38.882000,,,35
5740,894,817,5,19,13,00:01:38.525000,,,35
5741,894,16,10,15,14,00:01:38.988000,,,35
5742,894,814,10,14,15,00:01:39.185000,,,35
5743,894,818,5,18,16,00:01:39.075000,,,35
5744,894,822,3,17,17,00:01:39.470000,,,35
5745,894,813,3,16,18,00:01:39.987000,,,35
5746,894,819,207,20,19,00:01:40.864000,,,35
5747,894,823,207,21,20,00:01:40.871000,,,35
5748,894,824,206,22,21,00:01:41.169000,,,35
5749,894,820,206,23,22,00:01:41.322000,,,35
5750,895,17,9,2,1,00:01:32.271000,00:01:30.915000,00:01:30.915000,22
5751,895,20,9,1,2,00:01:32.397000,00:01:31.089000,00:01:31.089000,22
5752,895,1,131,10,3,00:01:32.340000,00:01:31.253000,00:01:31.253000,22
5753,895,154,208,8,4,00:01:31.824000,00:01:31.365000,00:01:31.365000,22
5754,895,13,6,4,5,00:01:31.994000,00:01:31.378000,00:01:31.378000,22
5755,895,3,131,9,6,00:01:32.244000,00:01:31.397000,00:01:31.397000,22
5756,895,807,15,11,7,00:01:32.465000,00:01:31.644000,00:01:31.644000,22
5757,895,4,6,3,8,00:01:32.371000,00:01:31.665000,00:01:31.665000,22
5758,895,8,208,7,9,00:01:32.377000,00:01:31.684000,00:01:31.684000,22
5759,895,18,1,5,10,00:01:32.606000,00:01:31.827000,00:01:31.827000,22
5760,895,815,1,6,11,00:01:32.718000,,,22
5761,895,814,10,14,12,00:01:32.286000,,,22
5762,895,822,3,17,13,00:01:32.613000,,,22
5763,895,821,15,12,14,00:01:32.673000,,,22
5764,895,813,3,16,15,00:01:32.875000,,,22
5765,895,817,5,19,16,00:01:32.804000,,,22
5766,895,16,10,15,17,00:01:32.890000,,,22
5767,895,818,5,18,18,00:01:33.357000,,,22
5768,895,820,206,23,19,00:01:34.320000,,,22
5769,895,819,207,20,20,00:01:34.556000,,,22
5770,895,823,207,21,21,00:01:34.879000,,,22
5771,895,824,206,22,22,00:01:34.958000,,,22
5772,896,20,9,1,1,00:01:25.943000,00:01:24.119000,00:01:24.119000,68
5773,896,3,131,9,2,00:01:25.833000,00:01:24.871000,00:01:24.871000,68
5774,896,1,131,10,3,00:01:25.802000,00:01:24.941000,00:01:24.941000,68
5775,896,17,9,2,4,00:01:25.665000,00:01:25.047000,00:01:25.047000,68
5776,896,13,6,4,5,00:01:25.793000,00:01:25.201000,00:01:25.201000,68
5777,896,8,208,7,6,00:01:25.819000,00:01:25.248000,00:01:25.248000,68
5778,896,807,15,11,7,00:01:25.883000,00:01:25.334000,00:01:25.334000,68
5779,896,4,6,3,8,00:01:25.934000,00:01:25.826000,00:01:25.826000,68
5780,896,815,1,6,9,00:01:26.107000,00:01:26.153000,00:01:26.153000,68
5781,896,18,1,5,10,00:01:25.574000,00:01:26.487000,00:01:26.487000,68
5782,896,817,5,19,11,00:01:25.673000,,,68
5783,896,814,10,14,12,00:01:25.908000,,,68
5784,896,16,10,15,13,00:01:26.164000,,,68
5785,896,818,5,18,14,00:01:26.155000,,,68
5786,896,822,3,17,15,00:01:26.178000,,,68
5787,896,821,15,12,16,00:01:26.057000,,,68
5788,896,154,208,8,17,00:01:26.577000,,,68
5789,896,813,3,16,18,00:01:26.842000,,,68
5790,896,824,206,22,19,00:01:26.970000,,,68
5791,896,823,207,21,20,00:01:27.105000,,,68
5792,896,819,207,20,21,00:01:27.487000,,,68
5793,896,820,206,23,22,00:01:28.138000,,,68
5794,897,17,9,2,1,00:01:41.568000,00:01:39.957000,00:01:39.957000,24
5795,897,20,9,1,2,00:01:41.683000,00:01:40.075000,00:01:40.075000,24
5796,897,3,131,9,3,00:01:41.420000,00:01:40.419000,00:01:40.419000,24
5797,897,1,131,10,4,00:01:40.693000,00:01:40.501000,00:01:40.501000,24
5798,897,8,208,7,5,00:01:41.276000,00:01:40.542000,00:01:40.542000,24
5799,897,807,15,11,6,00:01:41.631000,00:01:40.576000,00:01:40.576000,24
5800,897,154,208,8,7,00:01:41.447000,00:01:40.997000,00:01:40.997000,24
5801,897,13,6,4,8,00:01:41.254000,00:01:41.015000,00:01:41.015000,24
5802,897,815,1,6,9,00:01:41.687000,00:01:41.068000,00:01:41.068000,24
5803,897,817,5,19,10,00:01:41.884000,00:01:41.111000,00:01:41.111000,24
5804,897,4,6,3,11,00:01:41.397000,,,24
5805,897,814,10,14,12,00:01:41.676000,,,24
5806,897,18,1,5,13,00:01:41.817000,,,24
5807,897,818,5,18,14,00:01:41.692000,,,24
5808,897,813,3,16,15,00:01:41.365000,,,24
5809,897,822,3,17,16,00:01:41.862000,,,24
5810,897,821,15,12,17,00:01:41.999000,,,24
5811,897,16,10,15,18,00:01:42.051000,,,24
5812,897,823,207,21,19,00:01:43.252000,,,24
5813,897,824,206,22,20,00:01:43.398000,,,24
5814,897,819,207,20,21,00:01:43.528000,,,24
5815,897,820,206,23,22,00:01:44.198000,,,24
5816,898,20,9,1,1,00:01:38.516000,00:01:36.338000,00:01:36.338000,69
5817,898,17,9,2,2,00:01:38.161000,00:01:36.441000,00:01:36.441000,69
5818,898,154,208,8,3,00:01:38.676000,00:01:37.155000,00:01:37.155000,69
5819,898,807,15,11,4,00:01:38.339000,00:01:37.296000,00:01:37.296000,69
5820,898,1,131,10,5,00:01:37.959000,00:01:37.345000,00:01:37.345000,69
5821,898,4,6,3,6,00:01:38.929000,00:01:37.376000,00:01:37.376000,69
5822,898,815,1,6,7,00:01:38.367000,00:01:37.452000,00:01:37.452000,69
5823,898,5,208,7,8,00:01:38.375000,00:01:37.715000,00:01:37.715000,69
5824,898,822,3,17,9,00:01:37.821000,00:01:37.836000,00:01:37.836000,69
5825,898,821,15,12,10,00:01:38.082000,00:01:38.034000,00:01:38.034000,69
5826,898,817,5,19,11,00:01:38.882000,,,69
5827,898,814,10,14,12,00:01:38.894000,,,69
5828,898,18,1,5,13,00:01:38.588000,,,69
5829,898,3,131,9,14,00:01:38.743000,,,69
5830,898,13,6,4,15,00:01:39.094000,,,69
5831,898,818,5,18,16,00:01:38.880000,,,69
5832,898,16,10,15,17,00:01:39.250000,,,69
5833,898,813,3,16,18,00:01:39.351000,,,69
5834,898,823,207,21,19,00:01:40.491000,,,69
5835,898,824,206,22,20,00:01:40.528000,,,69
5836,898,819,207,20,21,00:01:40.596000,,,69
5837,898,820,206,23,22,00:01:41.401000,,,69
5838,899,20,9,1,1,00:01:25.381000,00:01:26.479000,00:01:26.479000,18
5839,899,3,131,9,2,00:01:25.556000,00:01:27.102000,00:01:27.102000,18
5840,899,4,6,3,3,00:01:26.656000,00:01:27.539000,00:01:27.539000,18
5841,899,17,9,2,4,00:01:26.689000,00:01:27.572000,00:01:27.572000,18
5842,899,1,131,10,5,00:01:25.342000,00:01:27.677000,00:01:27.677000,18
5843,899,154,208,8,6,00:01:26.453000,00:01:27.737000,00:01:27.737000,18
5844,899,817,5,19,7,00:01:27.209000,00:01:28.052000,00:01:28.052000,18
5845,899,818,5,18,8,00:01:27.124000,00:01:28.081000,00:01:28.081000,18
5846,899,13,6,4,9,00:01:26.817000,00:01:28.109000,00:01:28.109000,18
5847,899,807,15,11,10,00:01:26.071000,00:01:29.582000,00:01:29.582000,18
5848,899,5,208,7,11,00:01:26.266000,,,18
5849,899,814,10,14,12,00:01:26.275000,,,18
5850,899,822,3,17,13,00:01:26.790000,,,18
5851,899,815,1,6,14,00:01:26.741000,,,18
5852,899,18,1,5,15,00:01:26.398000,,,18
5853,899,16,10,15,16,00:01:26.874000,,,18
5854,899,813,3,16,17,00:01:27.367000,,,18
5855,899,821,15,12,18,00:01:27.455000,,,18
5856,899,819,207,20,19,00:01:27.843000,,,18
5857,899,823,207,21,20,00:01:28.320000,,,18
5858,899,824,206,22,21,00:01:28.366000,,,18
5859,899,820,206,23,22,00:01:28.950000,,,18
5860,900,1,131,44,1,00:01:31.699000,00:01:44.231000,00:01:44.231000,1
5861,900,817,9,3,2,00:01:30.775000,00:01:44.548000,00:01:44.548000,1
5862,900,3,131,6,3,00:01:32.564000,00:01:44.595000,00:01:44.595000,1
5863,900,825,1,20,4,00:01:30.949000,00:01:45.745000,00:01:45.745000,1
5864,900,4,6,14,5,00:01:31.388000,00:01:45.819000,00:01:45.819000,1
5865,900,818,5,25,6,00:01:33.488000,00:01:45.864000,00:01:45.864000,1
5866,900,807,10,27,7,00:01:33.893000,00:01:46.030000,00:01:46.030000,1
5867,900,826,5,26,8,00:01:33.777000,00:01:47.368000,00:01:47.368000,1
5868,900,13,3,19,9,00:01:31.228000,00:01:48.079000,00:01:48.079000,1
5869,900,822,3,77,10,00:01:31.601000,00:01:48.147000,00:01:48.147000,1
5870,900,18,1,22,11,00:01:31.396000,,,1
5871,900,8,6,7,12,00:01:32.439000,,,1
5872,900,20,9,1,13,00:01:31.931000,,,1
5873,900,16,15,99,14,00:01:33.673000,,,1
5874,900,155,207,10,15,00:01:34.274000,,,1
5875,900,815,10,11,16,00:01:34.141000,,,1
5876,900,820,206,4,17,00:01:34.293000,,,1
5877,900,824,206,17,18,00:01:34.794000,,,1
5878,900,821,15,21,19,00:01:35.117000,,,1
5879,900,828,207,9,20,00:01:35.157000,,,1
5880,900,154,208,8,21,00:01:36.993000,,,1
5881,900,813,208,13,22,,,,1
5882,901,1,131,44,1,00:01:57.202000,00:01:59.431000,00:01:59.431000,2
5883,901,20,9,1,2,00:01:57.654000,00:01:59.486000,00:01:59.486000,2
5884,901,3,131,6,3,00:01:57.183000,00:02:00.050000,00:02:00.050000,2
5885,901,4,6,14,4,00:01:58.889000,00:02:00.175000,00:02:00.175000,2
5886,901,817,9,3,5,00:01:58.913000,00:02:00.541000,00:02:00.541000,2
5887,901,8,6,7,6,00:01:59.257000,00:02:01.218000,00:02:01.218000,2
5888,901,807,10,27,7,00:01:58.883000,00:02:01.712000,00:02:01.712000,2
5889,901,825,1,20,8,00:02:00.356000,00:02:02.213000,00:02:02.213000,2
5890,901,818,5,25,9,00:02:01.689000,00:02:03.078000,00:02:03.078000,2
5891,901,18,1,22,10,00:02:00.889000,00:02:04.053000,00:02:04.053000,2
5892,901,826,5,26,11,00:02:01.175000,,,2
5893,901,821,15,21,12,00:02:01.134000,,,2
5894,901,13,3,19,13,00:02:00.047000,,,2
5895,901,815,10,11,14,00:02:00.076000,,,2
5896,901,822,3,77,15,00:01:59.709000,,,2
5897,901,154,208,8,16,00:02:00.202000,,,2
5898,901,813,208,13,17,00:02:02.074000,,,2
5899,901,16,15,99,18,00:02:02.131000,,,2
5900,901,824,206,17,19,00:02:02.702000,,,2
5901,901,155,207,10,20,00:02:03.595000,,,2
5902,901,820,206,4,21,00:02:04.388000,,,2
5903,901,828,207,9,22,00:02:04.407000,,,2
5904,902,3,131,6,1,00:01:35.439000,00:01:33.185000,00:01:33.185000,3
5905,902,1,131,44,2,00:01:35.323000,00:01:33.464000,00:01:33.464000,3
5906,902,817,9,3,3,00:01:36.220000,00:01:34.051000,00:01:34.051000,3
5907,902,822,3,77,4,00:01:34.934000,00:01:34.247000,00:01:34.247000,3
5908,902,815,10,11,5,00:01:34.998000,00:01:34.346000,00:01:34.346000,3
5909,902,8,6,7,6,00:01:35.234000,00:01:34.368000,00:01:34.368000,3
5910,902,18,1,22,7,00:01:35.699000,00:01:34.387000,00:01:34.387000,3
5911,902,13,3,19,8,00:01:35.085000,00:01:34.511000,00:01:34.511000,3
5912,902,825,1,20,9,00:01:35.288000,00:01:34.712000,00:01:34.712000,3
5913,902,4,6,14,10,00:01:35.251000,00:01:34.992000,00:01:34.992000,3
5914,902,20,9,1,11,00:01:35.549000,,,3
5915,902,807,10,27,12,00:01:34.874000,,,3
5916,902,826,5,26,13,00:01:35.395000,,,3
5917,902,818,5,25,14,00:01:35.815000,,,3
5918,902,821,15,21,15,00:01:36.567000,,,3
5919,902,154,208,8,16,00:01:36.654000,,,3
5920,902,813,208,13,17,00:01:36.663000,,,3
5921,902,16,15,99,18,00:01:36.840000,,,3
5922,902,155,207,10,19,00:01:37.085000,,,3
5923,902,824,206,17,20,00:01:37.310000,,,3
5924,902,828,207,9,21,00:01:37.875000,,,3
5925,902,820,206,4,22,00:01:37.913000,,,3
5926,853,20,9,1,1,00:01:24.002000,00:01:22.275000,00:01:22.275000,14
5927,853,1,1,3,2,00:01:23.976000,00:01:22.725000,00:01:22.725000,14
5928,853,18,1,4,3,00:01:24.013000,00:01:22.777000,00:01:22.777000,14
5929,853,4,6,5,4,00:01:24.134000,00:01:22.841000,00:01:22.841000,14
5930,853,17,9,2,5,00:01:24.148000,00:01:22.972000,00:01:22.972000,14
5931,853,13,6,6,6,00:01:24.523000,00:01:23.188000,00:01:23.188000,14
5932,853,808,4,10,7,00:01:24.486000,00:01:23.530000,00:01:23.530000,14
5933,853,30,131,7,8,00:01:25.108000,00:01:23.777000,00:01:23.777000,14
5934,853,3,131,8,9,00:01:24.550000,00:01:24.477000,00:01:24.477000,14
5935,853,811,4,9,10,00:01:24.914000,,,14
5936,853,814,10,15,11,00:01:24.574000,,,14
5937,853,16,10,14,12,00:01:24.595000,,,14
5938,853,22,3,11,13,00:01:24.975000,,,14
5939,853,813,3,12,14,00:01:24.798000,,,14
5940,853,815,15,17,15,00:01:25.113000,,,14
5941,853,67,5,18,16,00:01:25.164000,,,14
5942,853,155,15,16,17,00:01:24.879000,,,14
5943,853,153,5,19,18,00:01:25.334000,,,14
5944,853,15,205,21,19,00:01:26.647000,,,14
5945,853,5,205,20,20,00:01:27.184000,,,14
5946,853,10,166,24,21,00:01:27.591000,,,14
5947,853,816,166,25,22,00:01:27.609000,,,14
5948,853,817,164,22,23,00:01:28.054000,,,14
5949,853,24,164,23,24,00:01:28.231000,,,14
5950,903,1,131,44,1,00:01:55.516000,00:01:53.860000,00:01:53.860000,17
5951,903,817,9,3,2,00:01:56.641000,00:01:54.455000,00:01:54.455000,17
5952,903,20,9,1,3,00:01:55.926000,00:01:54.960000,00:01:54.960000,17
5953,903,3,131,6,4,00:01:56.058000,00:01:55.143000,00:01:55.143000,17
5954,903,4,6,14,5,00:01:56.961000,00:01:55.637000,00:01:55.637000,17
5955,903,13,3,19,6,00:01:56.850000,00:01:56.147000,00:01:56.147000,17
5956,903,822,3,77,7,00:01:56.501000,00:01:56.282000,00:01:56.282000,17
5957,903,807,10,27,8,00:01:55.913000,00:01:56.366000,00:01:56.366000,17
5958,903,818,5,25,9,00:01:57.477000,00:01:56.773000,00:01:56.773000,17
5959,903,154,208,8,10,00:01:58.411000,00:01:57.079000,00:01:57.079000,17
5960,903,8,6,7,11,00:01:58.279000,,,17
5961,903,18,1,22,12,00:01:57.783000,,,17
5962,903,826,5,26,13,00:01:57.261000,,,17
5963,903,16,15,99,14,00:01:58.138000,,,17
5964,903,825,1,20,15,00:01:57.369000,,,17
5965,903,815,10,11,16,00:01:58.362000,,,17
5966,903,821,15,21,17,00:01:58.988000,,,17
5967,903,155,207,10,18,00:01:59.260000,,,17
5968,903,824,206,17,19,00:01:59.326000,,,17
5969,903,828,207,9,20,00:02:00.646000,,,17
5970,903,820,206,4,21,00:02:00.865000,,,17
5971,903,813,208,13,22,,,,17
5972,904,1,131,44,1,00:01:27.238000,00:01:25.232000,00:01:25.232000,4
5973,904,3,131,6,2,00:01:26.764000,00:01:25.400000,00:01:25.400000,4
5974,904,817,9,3,3,00:01:28.053000,00:01:26.285000,00:01:26.285000,4
5975,904,822,3,77,4,00:01:28.198000,00:01:26.632000,00:01:26.632000,4
5976,904,154,208,8,5,00:01:28.472000,00:01:26.960000,00:01:26.960000,4
5977,904,8,6,7,6,00:01:28.308000,00:01:27.104000,00:01:27.104000,4
5978,904,4,6,14,7,00:01:28.329000,00:01:27.140000,00:01:27.140000,4
5979,904,18,1,22,8,00:01:28.279000,00:01:27.335000,00:01:27.335000,4
5980,904,13,3,19,9,00:01:28.061000,00:01:27.402000,00:01:27.402000,4
5981,904,20,9,1,10,00:01:27.958000,,,4
5982,904,807,10,27,11,00:01:28.155000,,,4
5983,904,815,10,11,12,00:01:28.469000,,,4
5984,904,826,5,26,13,00:01:28.074000,,,4
5985,904,821,15,21,14,00:01:28.374000,,,4
5986,904,825,1,20,15,00:01:28.389000,,,4
5987,904,818,5,25,16,00:01:28.194000,,,4
5988,904,16,15,99,17,00:01:28.563000,,,4
5989,904,820,206,4,18,00:01:29.586000,,,4
5990,904,824,206,17,19,00:01:30.177000,,,4
5991,904,828,207,9,20,00:01:30.312000,,,4
5992,904,155,207,10,21,00:01:30.375000,,,4
5993,904,813,208,13,22,,,,4
5994,905,3,131,6,1,00:01:17.678000,00:01:15.989000,00:01:15.989000,6
5995,905,1,131,44,2,00:01:17.823000,00:01:16.048000,00:01:16.048000,6
5996,905,817,9,3,3,00:01:17.900000,00:01:16.384000,00:01:16.384000,6
5997,905,20,9,1,4,00:01:18.383000,00:01:16.547000,00:01:16.547000,6
5998,905,4,6,14,5,00:01:17.853000,00:01:16.686000,00:01:16.686000,6
5999,905,8,6,7,6,00:01:17.902000,00:01:17.389000,00:01:17.389000,6
